,tahun,jenis_api,Nilai Produksi,Jumlah Hari,Tanggal Berangkat,Tanggal Kedatangan,nama_ikan_id,berat
485949,2023,Jaring insang berlapis,706,2,2023-06-25T00:00:00.000,2023-06-26T00:00:00.000,Kembung Perempuan [RAB],35
485950,2023,Jaring insang berlapis,706000,2,2023-06-26T00:00:00.000,2023-06-27T00:00:00.000,Kembung Perempuan [RAB],35
485951,2023,Jaring insang berlapis,706000,2,2023-06-26T00:00:00.000,2023-06-27T00:00:00.000,Kembung Perempuan [RAB],35
486017,2023,Jaring insang hanyut,700000,1,2023-07-31T00:00:00.000,2023-08-01T00:00:00.000,Kembung Perempuan [RAB],35
486023,2023,Jaring insang berlapis,805000,2,2023-09-19T00:00:00.000,2023-09-20T00:00:00.000,Kembung Perempuan [RAB],35
486024,2023,Jaring insang berlapis,805000,2,2023-09-20T00:00:00.000,2023-09-21T00:00:00.000,Kembung Perempuan [RAB],35
486047,2023,Jaring insang berlapis,805000,2,2023-11-10T00:00:00.000,2023-11-11T00:00:00.000,Kembung Perempuan [RAB],35
486048,2023,Jaring insang berlapis,805000,2,2023-11-11T00:00:00.000,2023-11-12T00:00:00.000,Kembung Perempuan [RAB],35
486050,2023,Jaring insang hanyut,805000,2,2023-11-12T00:00:00.000,2023-11-13T00:00:00.000,Kembung Perempuan [RAB],35
486053,2023,Jaring insang berlapis,805000,2,2023-11-18T00:00:00.000,2023-11-19T00:00:00.000,Kembung Perempuan [RAB],35
486078,2023,Jaring insang lainnya,696000,1,2023-01-14T00:00:00.000,2023-01-14T00:00:00.000,Kembung Perempuan [RAB],35
486080,2023,Jaring insang berlapis,690000,2,2023-06-21T00:00:00.000,2023-06-22T00:00:00.000,Kembung Perempuan [RAB],35
486081,2023,Jaring insang hanyut,690000,2,2023-08-01T00:00:00.000,2023-08-02T00:00:00.000,Kembung Lelaki,35
486082,2023,Jaring insang hanyut,690000,2,2023-08-02T00:00:00.000,2023-08-03T00:00:00.000,Kembung Perempuan [RAB],35
486083,2023,Pukat hela dasar berpapan,690000,1,2023-09-10T00:00:00.000,2023-09-11T00:00:00.000,Kembung Perempuan [RAB],35
486086,2023,Jaring insang lainnya,682000,1,2023-01-04T00:00:00.000,2023-01-04T00:00:00.000,Kembung Perempuan [RAB],34
486088,2023,Jaring insang hanyut,682000,1,2023-06-04T00:00:00.000,2023-06-04T00:00:00.000,Kembung Perempuan [RAB],34
486104,2023,Jaring insang berlapis,782000,2,2023-09-28T00:00:00.000,2023-09-29T00:00:00.000,Kembung Perempuan [RAB],34
486114,2023,Jaring insang hanyut,782000,2,2023-11-11T00:00:00.000,2023-11-12T00:00:00.000,Kembung Perempuan [RAB],34
486115,2023,Jaring insang berlapis,782000,2,2023-11-12T00:00:00.000,2023-11-13T00:00:00.000,Kembung Perempuan [RAB],34
486121,2023,Jaring insang berlapis,782000,2,2023-11-27T00:00:00.000,2023-11-28T00:00:00.000,Kembung Perempuan [RAB],34
486182,2023,Jaring insang lainnya,660000,1,2023-03-03T00:00:00.000,2023-03-03T00:00:00.000,Kembung Perempuan [RAB],33
486188,2023,Jaring insang berlapis,660000,1,2023-03-23T00:00:00.000,2023-03-23T00:00:00.000,Kembung Perempuan [RAB],33
486201,2023,Jaring insang berlapis,759000,2,2023-09-19T00:00:00.000,2023-09-20T00:00:00.000,Kembung Perempuan [RAB],33
486209,2023,Jaring insang berlapis,759000,2,2023-11-08T00:00:00.000,2023-11-09T00:00:00.000,Kembung Perempuan [RAB],33
486210,2023,Jaring insang berlapis,759000,2,2023-11-10T00:00:00.000,2023-11-11T00:00:00.000,Kembung Perempuan [RAB],33
486216,2023,Jaring insang berlapis,759000,2,2023-11-17T00:00:00.000,2023-11-18T00:00:00.000,Kembung Perempuan [RAB],33
486247,2023,Jaring insang hanyut,658000,1,2023-01-30T00:00:00.000,2023-01-30T00:00:00.000,Kembung Perempuan [RAB],33
486249,2023,Jaring insang hanyut,658000,2,2023-06-05T00:00:00.000,2023-06-06T00:00:00.000,Kembung Perempuan [RAB],33
486250,2023,Jaring insang hanyut,658,2,2023-06-24T00:00:00.000,2023-06-25T00:00:00.000,Kembung Perempuan [RAB],33
486251,2023,Jaring insang hanyut,756700,2,2023-07-05T00:00:00.000,2023-07-06T00:00:00.000,Kembung Perempuan [RAB],33
486252,2023,Jaring insang berlapis,7567,2,2023-07-08T00:00:00.000,2023-07-09T00:00:00.000,Kembung Perempuan [RAB],33
486253,2023,Pukat hela dasar berpapan,756700,1,2023-07-11T00:00:00.000,2023-07-11T00:00:00.000,Kembung Perempuan [RAB],33
486254,2023,Jaring insang berlapis,7567,2,2023-07-12T00:00:00.000,2023-07-13T00:00:00.000,Kembung Perempuan [RAB],33
486317,2023,Jaring insang berlapis,640000,1,2023-09-15T00:00:00.000,2023-09-15T00:00:00.000,Kembung Perempuan [RAB],32
486318,2023,Jaring insang berlapis,640000,2,2023-09-16T00:00:00.000,2023-09-17T00:00:00.000,Kembung Perempuan [RAB],32
486324,2023,Jaring insang berlapis,736000,1,2023-09-30T00:00:00.000,2023-10-01T00:00:00.000,Kembung Perempuan [RAB],32
486327,2023,Jaring insang berlapis,736000,2,2023-10-19T00:00:00.000,2023-10-20T00:00:00.000,Kembung Perempuan [RAB],32
486342,2023,Jaring insang hanyut,736000,1,2023-11-06T00:00:00.000,2023-11-07T00:00:00.000,Kembung Perempuan [RAB],32
486353,2023,Jaring insang berlapis,736000,2,2023-11-10T00:00:00.000,2023-11-11T00:00:00.000,Kembung Perempuan [RAB],32
486355,2023,Jaring insang berlapis,736000,2,2023-11-12T00:00:00.000,2023-11-13T00:00:00.000,Kembung Perempuan [RAB],32
486393,2023,Jaring insang berlapis,628000,2,2023-06-22T00:00:00.000,2023-06-23T00:00:00.000,Kembung Perempuan [RAB],31
486394,2023,Jaring insang berlapis,722200,2,2023-07-07T00:00:00.000,2023-07-08T00:00:00.000,Kembung Perempuan [RAB],31
486395,2023,Jaring insang hanyut,722200,2,2023-07-11T00:00:00.000,2023-07-12T00:00:00.000,Kembung Perempuan [RAB],31
486396,2023,Jaring insang berlapis,722200,2,2023-07-21T00:00:00.000,2023-07-22T00:00:00.000,Kembung Perempuan [RAB],31
486398,2023,Jaring insang hanyut,628000,2,2023-08-27T00:00:00.000,2023-08-28T00:00:00.000,Kembung Lelaki,31
486399,2023,Jaring insang berlapis,722200,1,2023-09-06T00:00:00.000,2023-09-07T00:00:00.000,Kembung Perempuan [RAB],31
486472,2023,Jaring Insang Tetap,713000,1,2023-11-09T00:00:00.000,2023-11-09T00:00:00.000,Kembung Perempuan [RAB],31
486473,2023,Jaring insang hanyut,713000,2,2023-11-08T00:00:00.000,2023-11-09T00:00:00.000,Kembung Perempuan [RAB],31
486474,2023,Jaring insang berlapis,713000,2,2023-11-10T00:00:00.000,2023-11-11T00:00:00.000,Kembung Perempuan [RAB],31
486475,2023,Jaring insang berlapis,713000,2,2023-11-11T00:00:00.000,2023-11-12T00:00:00.000,Kembung Perempuan [RAB],31
486477,2023,Pukat hela dasar berpapan,713000,1,2023-11-13T00:00:00.000,2023-11-13T00:00:00.000,Kembung Perempuan [RAB],31
486478,2023,Jaring insang berlapis,713000,2,2023-11-16T00:00:00.000,2023-11-17T00:00:00.000,Kembung Perempuan [RAB],31
486480,2023,Jaring insang berlapis,713000,2,2023-11-26T00:00:00.000,2023-11-27T00:00:00.000,Kembung Perempuan [RAB],31
486481,2023,Jaring insang berlapis,713000,2,2023-11-27T00:00:00.000,2023-11-28T00:00:00.000,Kembung Perempuan [RAB],31
486529,2023,Jaring insang lainnya,612000,2,2023-06-08T00:00:00.000,2023-06-09T00:00:00.000,Kembung Perempuan [RAB],31
486586,2023,Jaring insang berlapis,690,1,2023-07-11T00:00:00.000,2023-07-11T00:00:00.000,Kembung Perempuan [RAB],30
486605,2023,Jaring insang berlapis,600000,2,2023-09-13T00:00:00.000,2023-09-14T00:00:00.000,Kembung Perempuan [RAB],30
486610,2023,Jaring insang berlapis,600000,2,2023-09-19T00:00:00.000,2023-09-20T00:00:00.000,Kembung Perempuan [RAB],30
486611,2023,Jaring insang berlapis,600000,2,2023-09-20T00:00:00.000,2023-09-21T00:00:00.000,Kembung Perempuan [RAB],30
486614,2023,Jaring insang berlapis,600000,2,2023-09-21T00:00:00.000,2023-09-22T00:00:00.000,Kembung Perempuan [RAB],30
486621,2023,Jaring insang berlapis,690000,2,2023-09-30T00:00:00.000,2023-10-01T00:00:00.000,Kembung Perempuan [RAB],30
486630,2023,Jaring insang berlapis,690000,2,2023-11-09T00:00:00.000,2023-11-10T00:00:00.000,Kembung Perempuan [RAB],30
486632,2023,Jaring insang berlapis,690000,2,2023-11-10T00:00:00.000,2023-11-11T00:00:00.000,Kembung Perempuan [RAB],30
486633,2023,Pukat hela dasar berpapan,690000,1,2023-11-12T00:00:00.000,2023-11-12T00:00:00.000,Kembung Perempuan [RAB],30
486635,2023,Jaring insang hanyut,690000,2,2023-11-17T00:00:00.000,2023-11-18T00:00:00.000,Kembung Perempuan [RAB],30
486636,2023,Jaring insang berlapis,690000,2,2023-11-17T00:00:00.000,2023-11-18T00:00:00.000,Kembung Perempuan [RAB],30
486646,2023,Jaring insang berlapis,690000,2,2023-11-24T00:00:00.000,2023-11-25T00:00:00.000,Kembung Perempuan [RAB],30
486648,2023,Jaring insang berlapis,690000,2,2023-11-25T00:00:00.000,2023-11-26T00:00:00.000,Kembung Perempuan [RAB],30
486651,2023,Jaring insang hanyut,690000,2,2023-11-27T00:00:00.000,2023-11-28T00:00:00.000,Kembung Perempuan [RAB],30
486654,2023,Jaring insang berlapis,690000,2,2023-11-28T00:00:00.000,2023-11-29T00:00:00.000,Kembung Perempuan [RAB],30
486655,2023,Jaring insang berlapis,690000,2,2023-11-28T00:00:00.000,2023-11-29T00:00:00.000,Kembung Perempuan [RAB],30
486670,2023,Jaring insang berlapis,690000,2,2023-12-08T00:00:00.000,2023-12-09T00:00:00.000,Kembung Perempuan [RAB],30
486699,2023,Jaring insang berlapis,6762,2,2023-07-08T00:00:00.000,2023-07-09T00:00:00.000,Kembung Perempuan [RAB],29
486700,2023,Jaring insang berlapis,882,2,2023-07-13T00:00:00.000,2023-07-14T00:00:00.000,Kembung Perempuan [RAB],29
486701,2023,Jaring insang hanyut,588000,2,2023-08-02T00:00:00.000,2023-08-03T00:00:00.000,Kembung Perempuan [RAB],29
486719,2023,Jaring insang hanyut,580000,1,2023-09-18T00:00:00.000,2023-09-18T00:00:00.000,Kembung Perempuan [RAB],29
486722,2023,Jaring insang berlapis,638000,2,2023-09-30T00:00:00.000,2023-10-01T00:00:00.000,Kembung Perempuan [RAB],29
486724,2023,Jaring insang berlapis,667000,2,2023-10-22T00:00:00.000,2023-10-23T00:00:00.000,Kembung Perempuan [RAB],29
486725,2023,Jaring insang berlapis,667000,2,2023-10-25T00:00:00.000,2023-10-26T00:00:00.000,Kembung Perempuan [RAB],29
486727,2023,Jaring insang berlapis,667000,2,2023-10-30T00:00:00.000,2023-10-31T00:00:00.000,Kembung Perempuan [RAB],29
486728,2023,Jaring insang berlapis,667000,2,2023-11-03T00:00:00.000,2023-11-04T00:00:00.000,Kembung Perempuan [RAB],29
486729,2023,Jaring insang berlapis,667000,2,2023-11-06T00:00:00.000,2023-11-07T00:00:00.000,Kembung Perempuan [RAB],29
486730,2023,Jaring insang berlapis,667000,1,2023-11-07T00:00:00.000,2023-11-08T00:00:00.000,Kembung Perempuan [RAB],29
486731,2023,Jaring insang berlapis,667000,1,2023-11-08T00:00:00.000,2023-11-08T00:00:00.000,Kembung Perempuan [RAB],29
486732,2023,Jaring insang berlapis,667000,2,2023-11-09T00:00:00.000,2023-11-10T00:00:00.000,Kembung Perempuan [RAB],29
486733,2023,Jaring insang berlapis,667000,2,2023-11-13T00:00:00.000,2023-11-14T00:00:00.000,Kembung Perempuan [RAB],29
486747,2023,Jaring insang berlapis,667000,2,2023-12-17T00:00:00.000,2023-12-18T00:00:00.000,Kembung Perempuan [RAB],29
486751,2023,Jaring insang hanyut,667000,2,2023-12-20T00:00:00.000,2023-12-21T00:00:00.000,Kembung Perempuan [RAB],29
486752,2023,Jaring insang berlapis,667000,2,2023-12-20T00:00:00.000,2023-12-21T00:00:00.000,Kembung Perempuan [RAB],29
486761,2023,Bagan perahu,809200,1,2023-05-15T00:00:00.000,2023-05-15T00:00:00.000,Kembung Perempuan [RAB],29
486772,2023,Jaring insang lainnya,564000,1,2023-01-05T00:00:00.000,2023-01-05T00:00:00.000,Kembung Perempuan [RAB],28
486774,2023,Jaring insang hanyut,564000,2,2023-06-25T00:00:00.000,2023-06-26T00:00:00.000,Kembung Perempuan [RAB],28
486776,2023,Jaring insang hanyut,6486,2,2023-07-06T00:00:00.000,2023-07-07T00:00:00.000,Kembung Perempuan [RAB],28
486777,2023,Jaring insang hanyut,6486,2,2023-07-07T00:00:00.000,2023-07-08T00:00:00.000,Kembung Perempuan [RAB],28
486779,2023,Jaring insang hanyut,564000,2,2023-07-25T00:00:00.000,2023-07-26T00:00:00.000,Kembung Perempuan [RAB],28
486807,2023,Jaring insang berlapis,644000,2,2023-09-13T00:00:00.000,2023-09-14T00:00:00.000,Kembung Perempuan [RAB],28
486827,2023,Jaring insang berlapis,700000,2,2023-10-07T00:00:00.000,2023-10-08T00:00:00.000,Kembung Perempuan [RAB],28
486830,2023,Jaring insang berlapis,644000,2,2023-10-23T00:00:00.000,2023-10-24T00:00:00.000,Kembung Perempuan [RAB],28
486831,2023,Jaring insang berlapis,644000,2,2023-10-25T00:00:00.000,2023-10-26T00:00:00.000,Kembung Perempuan [RAB],28
486833,2023,Jaring insang berlapis,644000,2,2023-10-30T00:00:00.000,2023-10-31T00:00:00.000,Kembung Perempuan [RAB],28
486843,2023,Jaring insang hanyut,644000,1,2023-11-08T00:00:00.000,2023-11-08T00:00:00.000,Kembung Perempuan [RAB],28
486847,2023,Jaring insang hanyut,644000,2,2023-11-10T00:00:00.000,2023-11-11T00:00:00.000,Kembung Perempuan [RAB],28
486848,2023,Jaring insang hanyut,644000,2,2023-11-10T00:00:00.000,2023-11-11T00:00:00.000,Kembung Perempuan [RAB],28
486849,2023,Jaring insang berlapis,644000,2,2023-11-11T00:00:00.000,2023-11-12T00:00:00.000,Kembung Perempuan [RAB],28
486850,2023,Jaring insang berlapis,644000,2,2023-11-11T00:00:00.000,2023-11-12T00:00:00.000,Kembung Perempuan [RAB],28
486851,2023,Jaring insang berlapis,644000,2,2023-11-12T00:00:00.000,2023-11-13T00:00:00.000,Kembung Perempuan [RAB],28
486853,2023,Jaring insang berlapis,644000,2,2023-11-13T00:00:00.000,2023-11-14T00:00:00.000,Kembung Perempuan [RAB],28
486855,2023,Jaring insang berlapis,644000,2,2023-11-16T00:00:00.000,2023-11-17T00:00:00.000,Kembung Perempuan [RAB],28
486856,2023,Jaring insang hanyut,644000,2,2023-11-16T00:00:00.000,2023-11-17T00:00:00.000,Kembung Perempuan [RAB],28
486857,2023,Jaring insang berlapis,644000,2,2023-11-17T00:00:00.000,2023-11-18T00:00:00.000,Kembung Perempuan [RAB],28
486858,2023,Jaring insang berlapis,644000,2,2023-11-18T00:00:00.000,2023-11-19T00:00:00.000,Kembung Perempuan [RAB],28
486859,2023,Jaring insang berlapis,644000,2,2023-11-18T00:00:00.000,2023-11-19T00:00:00.000,Kembung Perempuan [RAB],28
486860,2023,Jaring insang hanyut,644000,2,2023-11-24T00:00:00.000,2023-11-25T00:00:00.000,Kembung Perempuan [RAB],28
486865,2023,Jaring insang berlapis,644000,2,2023-11-27T00:00:00.000,2023-11-28T00:00:00.000,Kembung Perempuan [RAB],28
486871,2023,Jaring insang hanyut,644000,2,2023-11-28T00:00:00.000,2023-11-29T00:00:00.000,Kembung Perempuan [RAB],28
486873,2023,Jaring insang berlapis,644000,2,2023-12-01T00:00:00.000,2023-12-02T00:00:00.000,Kembung Perempuan [RAB],28
486892,2023,Jaring insang berlapis,644000,2,2023-12-21T00:00:00.000,2023-12-22T00:00:00.000,Kembung Perempuan [RAB],28
486951,2023,Jaring insang hanyut,542000,2,2023-06-26T00:00:00.000,2023-06-27T00:00:00.000,Kembung Perempuan [RAB],27
486952,2023,Jaring insang berlapis,542000,2,2023-06-26T00:00:00.000,2023-06-27T00:00:00.000,Kembung Perempuan [RAB],27
486961,2023,Jaring insang hanyut,540000,2,2023-09-18T00:00:00.000,2023-09-19T00:00:00.000,Kembung Perempuan [RAB],27
486962,2023,Jaring insang berlapis,621000,1,2023-09-20T00:00:00.000,2023-09-20T00:00:00.000,Kembung Perempuan [RAB],27
486969,2023,Jaring insang berlapis,594000,2,2023-09-29T00:00:00.000,2023-09-30T00:00:00.000,Kembung Perempuan [RAB],27
486970,2023,Jaring insang hanyut,540000,2,2023-09-29T00:00:00.000,2023-09-30T00:00:00.000,Kembung Perempuan [RAB],27
486976,2023,Jaring insang berlapis,621000,2,2023-10-06T00:00:00.000,2023-10-07T00:00:00.000,Kembung Perempuan [RAB],27
486988,2023,Jaring Insang Tetap,621000,1,2023-10-25T00:00:00.000,2023-10-26T00:00:00.000,Kembung Perempuan [RAB],27
486992,2023,Jaring insang berlapis,621000,2,2023-10-27T00:00:00.000,2023-10-28T00:00:00.000,Kembung Perempuan [RAB],27
486997,2023,Jaring insang berlapis,621000,2,2023-11-01T00:00:00.000,2023-11-02T00:00:00.000,Kembung Perempuan [RAB],27
486998,2023,Jaring insang berlapis,621000,1,2023-11-08T00:00:00.000,2023-11-08T00:00:00.000,Kembung Perempuan [RAB],27
487002,2023,Jaring insang hanyut,621000,2,2023-11-09T00:00:00.000,2023-11-10T00:00:00.000,Kembung Perempuan [RAB],27
487020,2023,Jaring insang hanyut,534000,1,2023-01-15T00:00:00.000,2023-01-15T00:00:00.000,Kembung Perempuan [RAB],27
487021,2023,Jaring insang hanyut,534000,1,2023-01-17T00:00:00.000,2023-01-17T00:00:00.000,Kembung Perempuan [RAB],27
487022,2023,Jaring insang hanyut,534000,1,2023-01-19T00:00:00.000,2023-01-19T00:00:00.000,Kembung Perempuan [RAB],27
487026,2023,Jaring insang hanyut,534000,1,2023-09-05T00:00:00.000,2023-09-06T00:00:00.000,Kembung Perempuan [RAB],27
487043,2023,Jaring insang berlapis,520000,2,2023-09-12T00:00:00.000,2023-09-13T00:00:00.000,Kembung Perempuan [RAB],26
487044,2023,Jaring insang hanyut,520000,1,2023-09-15T00:00:00.000,2023-09-15T00:00:00.000,Kembung Perempuan [RAB],26
487045,2023,Jaring insang hanyut,520000,2,2023-09-20T00:00:00.000,2023-09-21T00:00:00.000,Kembung Perempuan [RAB],26
487054,2023,Jaring insang berlapis,598000,2,2023-10-07T00:00:00.000,2023-10-08T00:00:00.000,Kembung Perempuan [RAB],26
487060,2023,Jaring insang berlapis,598000,2,2023-10-10T00:00:00.000,2023-10-11T00:00:00.000,Kembung Perempuan [RAB],26
487067,2023,Jaring insang berlapis,598000,2,2023-10-20T00:00:00.000,2023-10-21T00:00:00.000,Kembung Perempuan [RAB],26
487071,2023,Jaring insang berlapis,598000,2,2023-10-23T00:00:00.000,2023-10-24T00:00:00.000,Kembung Perempuan [RAB],26
487072,2023,Jaring insang berlapis,598000,2,2023-10-23T00:00:00.000,2023-10-24T00:00:00.000,Kembung Perempuan [RAB],26
487074,2023,Jaring insang berlapis,650000,1,2023-10-25T00:00:00.000,2023-10-25T00:00:00.000,Kembung Perempuan [RAB],26
487075,2023,Jaring insang hanyut,598000,2,2023-10-24T00:00:00.000,2023-10-25T00:00:00.000,Kembung Perempuan [RAB],26
487077,2023,Jaring insang berlapis,598000,2,2023-10-26T00:00:00.000,2023-10-27T00:00:00.000,Kembung Perempuan [RAB],26
487081,2023,Jaring insang berlapis,598000,2,2023-10-30T00:00:00.000,2023-10-31T00:00:00.000,Kembung Perempuan [RAB],26
487084,2023,Jaring insang berlapis,598000,2,2023-11-01T00:00:00.000,2023-11-02T00:00:00.000,Kembung Perempuan [RAB],26
487085,2023,Jaring insang berlapis,598000,2,2023-11-01T00:00:00.000,2023-11-02T00:00:00.000,Kembung Perempuan [RAB],26
487086,2023,Jaring insang berlapis,598000,2,2023-11-03T00:00:00.000,2023-11-04T00:00:00.000,Kembung Perempuan [RAB],26
487090,2023,Jaring insang berlapis,598000,1,2023-11-08T00:00:00.000,2023-11-08T00:00:00.000,Kembung Perempuan [RAB],26
487093,2023,Jaring insang berlapis,598000,2,2023-11-10T00:00:00.000,2023-11-11T00:00:00.000,Kembung Perempuan [RAB],26
487094,2023,Jaring insang berlapis,598000,2,2023-11-13T00:00:00.000,2023-11-14T00:00:00.000,Kembung Perempuan [RAB],26
487095,2023,Jaring insang berlapis,598000,2,2023-11-15T00:00:00.000,2023-11-16T00:00:00.000,Kembung Perempuan [RAB],26
487100,2023,Jaring insang berlapis,598000,2,2023-11-21T00:00:00.000,2023-11-22T00:00:00.000,Kembung Perempuan [RAB],26
487101,2023,Jaring insang berlapis,598000,2,2023-11-21T00:00:00.000,2023-11-22T00:00:00.000,Kembung Perempuan [RAB],26
487104,2023,Jaring insang berlapis,598000,2,2023-11-25T00:00:00.000,2023-11-26T00:00:00.000,Kembung Perempuan [RAB],26
487105,2023,Jaring insang hanyut,598000,2,2023-11-25T00:00:00.000,2023-11-26T00:00:00.000,Kembung Perempuan [RAB],26
487109,2023,Jaring insang berlapis,598000,2,2023-11-28T00:00:00.000,2023-11-29T00:00:00.000,Kembung Perempuan [RAB],26
487117,2023,Jaring insang hanyut,598000,2,2023-12-09T00:00:00.000,2023-12-10T00:00:00.000,Kembung Perempuan [RAB],26
487118,2023,Jaring insang berlapis,598000,2,2023-12-09T00:00:00.000,2023-12-10T00:00:00.000,Kembung Perempuan [RAB],26
487122,2023,Jaring insang berlapis,598000,2,2023-12-10T00:00:00.000,2023-12-11T00:00:00.000,Kembung Perempuan [RAB],26
487136,2023,Jaring insang berlapis,598000,2,2023-12-20T00:00:00.000,2023-12-21T00:00:00.000,Kembung Perempuan [RAB],26
487141,2023,Jaring insang hanyut,5957,2,2023-07-09T00:00:00.000,2023-07-10T00:00:00.000,Kembung Perempuan [RAB],26
487142,2023,Jaring insang hanyut,777,2,2023-07-13T00:00:00.000,2023-07-14T00:00:00.000,Kembung Perempuan [RAB],26
487143,2023,Jaring insang berlapis,518000,2,2023-08-02T00:00:00.000,2023-08-03T00:00:00.000,Kembung Perempuan [RAB],26
487144,2023,Jaring insang hanyut,518000,2,2023-08-02T00:00:00.000,2023-08-03T00:00:00.000,Kembung Perempuan [RAB],26
487169,2023,Jaring insang hanyut,500000,1,2023-05-10T00:00:00.000,2023-05-10T00:00:00.000,Kembung Perempuan [RAB],25
487204,2023,Jaring insang berlapis,500000,2,2023-09-15T00:00:00.000,2023-09-16T00:00:00.000,Kembung Perempuan [RAB],25
487225,2023,Jaring insang berlapis,575000,2,2023-10-04T00:00:00.000,2023-10-05T00:00:00.000,Kembung Perempuan [RAB],25
487239,2023,Jaring insang berlapis,575000,2,2023-10-17T00:00:00.000,2023-10-18T00:00:00.000,Kembung Perempuan [RAB],25
487242,2023,Jaring insang berlapis,575000,2,2023-10-26T00:00:00.000,2023-10-27T00:00:00.000,Kembung Perempuan [RAB],25
487245,2023,Jaring insang berlapis,575000,2,2023-10-28T00:00:00.000,2023-10-29T00:00:00.000,Kembung Perempuan [RAB],25
487246,2023,Jaring insang berlapis,575000,2,2023-10-28T00:00:00.000,2023-10-29T00:00:00.000,Kembung Perempuan [RAB],25
487248,2023,Jaring insang berlapis,575000,2,2023-10-29T00:00:00.000,2023-10-30T00:00:00.000,Kembung Perempuan [RAB],25
487249,2023,Jaring insang berlapis,575000,2,2023-10-29T00:00:00.000,2023-10-30T00:00:00.000,Kembung Perempuan [RAB],25
487250,2023,Jaring insang hanyut,575000,2,2023-10-30T00:00:00.000,2023-10-31T00:00:00.000,Kembung Perempuan [RAB],25
487254,2023,Jaring insang hanyut,575000,2,2023-11-01T00:00:00.000,2023-11-02T00:00:00.000,Kembung Perempuan [RAB],25
487255,2023,Jaring insang berlapis,575000,2,2023-11-03T00:00:00.000,2023-11-04T00:00:00.000,Kembung Perempuan [RAB],25
